Startzeit;Endzeit;PM10;PM2.5;Ozon;CO;NO2;NO
"01.02.2025 00:00";"02.02.2025 00:00";12.44;11.86;24.06;;17.30;6.60
"02.02.2025 00:00";"03.02.2025 00:00";13.43;13.37;21.57;;16.82;5.69
"03.02.2025 00:00";"04.02.2025 00:00";19.27;15.80;24.91;;23.39;9.19
"04.02.2025 00:00";"05.02.2025 00:00";20.29;16.15;24.70;;30.43;15.26
"05.02.2025 00:00";"06.02.2025 00:00";70.78;23.60;24.10;;39.35;25.32
"06.02.2025 00:00";"07.02.2025 00:00";27.96;22.96;25.43;;35.32;14.49
"07.02.2025 00:00";"08.02.2025 00:00";29.34;22.61;25.42;;29.56;11.85
"08.02.2025 00:00";"09.02.2025 00:00";26.20;24.95;24.12;;39.08;16.73
"09.02.2025 00:00";"10.02.2025 00:00";26.03;26.15;25.35;;30.90;6.87
"10.02.2025 00:00";"11.02.2025 00:00";36.45;34.88;24.23;;35.75;17.64
"11.02.2025 00:00";"12.02.2025 00:00";23.55;22.81;27.59;;38.02;13.62
"12.02.2025 00:00";"13.02.2025 00:00";8.17;5.23;32.54;;29.96;11.18
"13.02.2025 00:00";"14.02.2025 00:00";4.74;3.51;36.24;;25.19;7.31
"14.02.2025 00:00";"15.02.2025 00:00";19.00;17.72;36.59;;25.29;10.65
"15.02.2025 00:00";"16.02.2025 00:00";20.81;21.55;33.64;;24.27;5.83
"16.02.2025 00:00";"17.02.2025 00:00";22.71;23.45;31.11;;25.49;5.50
"17.02.2025 00:00";"18.02.2025 00:00";21.98;21.47;30.73;;28.52;14.51
"18.02.2025 00:00";"19.02.2025 00:00";22.29;20.26;34.43;;28.64;11.46
"19.02.2025 00:00";"20.02.2025 00:00";29.07;26.79;31.95;;37.50;21.30
"20.02.2025 00:00";"21.02.2025 00:00";15.65;12.24;35.89;;59.90;36.01
"21.02.2025 00:00";"22.02.2025 00:00";17.64;10.64;34.75;;49.52;27.54
"22.02.2025 00:00";"23.02.2025 00:00";19.27;12.86;33.08;;35.04;11.14
"23.02.2025 00:00";"24.02.2025 00:00";9.41;7.81;33.12;;21.60;3.55
"24.02.2025 00:00";"25.02.2025 00:00";13.90;9.33;29.25;;33.77;14.88
"25.02.2025 00:00";"26.02.2025 00:00";12.55;6.89;33.60;;32.49;12.03
"26.02.2025 00:00";"27.02.2025 00:00";3.96;2.20;40.18;;17.36;5.14
"27.02.2025 00:00";"28.02.2025 00:00";5.55;3.09;38.70;;30.71;9.02
"28.02.2025 00:00";"01.03.2025 00:00";8.54;5.73;39.04;;19.11;6.68
"01.03.2025 00:00";"02.03.2025 00:00";13.15;11.45;32.23;;19.16;7.45
"02.03.2025 00:00";"03.03.2025 00:00";15.71;14.29;31.07;;19.14;3.76
"03.03.2025 00:00";"04.03.2025 00:00";22.70;15.76;34.16;;35.23;12.33
"04.03.2025 00:00";"05.03.2025 00:00";25.05;16.86;37.84;;40.42;15.90
"05.03.2025 00:00";"06.03.2025 00:00";21.23;14.33;41.98;;44.87;17.99
"06.03.2025 00:00";"07.03.2025 00:00";23.04;12.26;45.64;;48.19;16.86
"07.03.2025 00:00";"08.03.2025 00:00";21.14;13.06;48.14;;44.09;15.34
"08.03.2025 00:00";"09.03.2025 00:00";18.37;14.47;48.96;;34.75;7.20
"09.03.2025 00:00";"10.03.2025 00:00";17.98;12.15;47.19;;22.98;4.28
"10.03.2025 00:00";"11.03.2025 00:00";15.48;7.94;45.51;;26.98;7.05
"11.03.2025 00:00";"12.03.2025 00:00";13.16;6.77;42.00;;39.93;15.00
"12.03.2025 00:00";"13.03.2025 00:00";10.81;7.15;35.82;;27.88;8.20
"13.03.2025 00:00";"14.03.2025 00:00";6.65;5.55;33.59;;21.80;7.88
"14.03.2025 00:00";"15.03.2025 00:00";11.16;8.71;32.81;;24.16;13.51
"15.03.2025 00:00";"16.03.2025 00:00";11.28;10.05;27.15;;18.16;8.11
"16.03.2025 00:00";"17.03.2025 00:00";5.99;5.51;22.86;;11.65;3.49
"17.03.2025 00:00";"18.03.2025 00:00";15.27;12.54;33.48;;23.54;10.07
"18.03.2025 00:00";"19.03.2025 00:00";12.90;10.31;34.75;;24.64;6.47
"19.03.2025 00:00";"20.03.2025 00:00";15.59;10.43;36.76;;34.33;12.80
"20.03.2025 00:00";"21.03.2025 00:00";15.46;7.30;40.13;;40.33;16.77
"21.03.2025 00:00";"22.03.2025 00:00";22.47;8.37;40.38;;35.89;17.01
"22.03.2025 00:00";"23.03.2025 00:00";9.75;4.00;47.56;;17.24;4.60
"23.03.2025 00:00";"24.03.2025 00:00";4.83;2.71;43.78;;12.17;2.42
"24.03.2025 00:00";"25.03.2025 00:00";8.24;4.32;38.57;;25.98;5.57
"25.03.2025 00:00";"26.03.2025 00:00";26.08;9.19;35.31;;29.13;8.87
"26.03.2025 00:00";"27.03.2025 00:00";18.89;15.63;38.69;;28.77;8.43
"27.03.2025 00:00";"28.03.2025 00:00";10.98;8.77;32.56;;22.64;10.35
"28.03.2025 00:00";"29.03.2025 00:00";16.14;13.70;27.39;;24.70;7.95
"29.03.2025 00:00";"30.03.2025 00:00";14.73;14.34;36.85;;20.47;3.80
"30.03.2025 00:00";"31.03.2025 00:00";9.54;8.02;40.40;;15.31;3.57
"31.03.2025 00:00";"01.04.2025 00:00";9.14;5.75;40.64;;20.39;7.61
"01.04.2025 00:00";"02.04.2025 00:00";11.59;6.68;35.49;;20.43;10.19
"02.04.2025 00:00";"03.04.2025 00:00";10.47;6.59;37.16;;23.50;9.17
"03.04.2025 00:00";"04.04.2025 00:00";13.00;9.06;35.95;;26.02;8.79
"04.04.2025 00:00";"05.04.2025 00:00";13.46;8.61;41.05;;26.05;7.74
"05.04.2025 00:00";"06.04.2025 00:00";10.64;7.20;42.35;;19.66;3.67
"06.04.2025 00:00";"07.04.2025 00:00";9.28;5.18;41.81;;10.47;2.66
"07.04.2025 00:00";"08.04.2025 00:00";12.44;6.31;42.76;;20.60;6.41
"08.04.2025 00:00";"09.04.2025 00:00";13.69;7.46;42.77;;23.87;6.01
"09.04.2025 00:00";"10.04.2025 00:00";15.97;8.63;45.76;;29.57;8.63
"10.04.2025 00:00";"11.04.2025 00:00";18.37;8.02;45.71;;19.77;1.79
"11.04.2025 00:00";"12.04.2025 00:00";17.06;9.04;51.46;;29.36;7.43
"12.04.2025 00:00";"13.04.2025 00:00";12.92;7.29;46.61;;22.84;3.43
"13.04.2025 00:00";"14.04.2025 00:00";12.47;8.25;45.32;;17.42;2.34
"14.04.2025 00:00";"15.04.2025 00:00";13.16;8.13;45.55;;22.33;9.06
"15.04.2025 00:00";"16.04.2025 00:00";21.46;10.53;43.24;;23.20;5.35
"16.04.2025 00:00";"17.04.2025 00:00";19.24;6.52;43.25;;19.42;6.89
"17.04.2025 00:00";"18.04.2025 00:00";3.68;2.49;32.57;;17.09;6.93
"18.04.2025 00:00";"19.04.2025 00:00";3.98;3.00;29.14;;10.21;1.73
"19.04.2025 00:00";"20.04.2025 00:00";5.17;3.48;35.88;;14.70;5.53
"20.04.2025 00:00";"21.04.2025 00:00";4.51;2.42;45.53;;11.27;2.11
"21.04.2025 00:00";"22.04.2025 00:00";3.95;2.29;38.48;;12.53;2.63
"22.04.2025 00:00";"23.04.2025 00:00";6.80;3.12;40.97;;18.83;5.68
"23.04.2025 00:00";"24.04.2025 00:00";8.66;4.18;40.93;;18.74;6.22
"24.04.2025 00:00";"25.04.2025 00:00";4.53;2.49;41.90;;15.21;4.32
"25.04.2025 00:00";"26.04.2025 00:00";4.45;2.89;37.17;;16.06;5.00
"26.04.2025 00:00";"27.04.2025 00:00";7.79;6.19;32.87;;13.34;4.86
"27.04.2025 00:00";"28.04.2025 00:00";11.85;9.34;27.79;;14.25;3.00
"28.04.2025 00:00";"29.04.2025 00:00";12.15;8.38;36.96;;22.94;9.05
"29.04.2025 00:00";"30.04.2025 00:00";11.40;6.28;39.75;;13.32;0.00
"30.04.2025 00:00";"01.05.2025 00:00";20.57;8.91;52.76;;20.62;3.94
"01.05.2025 00:00";"02.05.2025 00:00";21.75;11.30;56.67;;25.86;6.19
"02.05.2025 00:00";"03.05.2025 00:00";14.90;7.90;58.49;;28.61;7.61
"03.05.2025 00:00";"04.05.2025 00:00";24.98;10.48;46.68;;12.18;2.20
"04.05.2025 00:00";"05.05.2025 00:00";7.39;4.29;40.85;;12.12;4.41
"05.05.2025 00:00";"06.05.2025 00:00";4.77;3.47;35.90;;17.64;10.09
"06.05.2025 00:00";"07.05.2025 00:00";8.76;6.37;33.07;;20.06;11.06
"07.05.2025 00:00";"08.05.2025 00:00";13.47;10.81;35.90;;21.07;7.06
"08.05.2025 00:00";"09.05.2025 00:00";16.62;13.32;41.42;;22.72;7.98
"09.05.2025 00:00";"10.05.2025 00:00";14.00;11.97;36.11;;21.03;8.11
"10.05.2025 00:00";"11.05.2025 00:00";11.30;9.52;35.94;;17.23;3.91
"11.05.2025 00:00";"12.05.2025 00:00";7.90;5.38;43.04;;16.32;3.48
"12.05.2025 00:00";"13.05.2025 00:00";13.30;5.85;49.19;;17.77;5.77
"13.05.2025 00:00";"14.05.2025 00:00";7.64;4.33;53.68;;18.50;4.79
"14.05.2025 00:00";"15.05.2025 00:00";13.24;8.04;59.02;;23.05;5.52
"15.05.2025 00:00";"16.05.2025 00:00";16.02;8.53;58.06;;26.06;6.51
"16.05.2025 00:00";"17.05.2025 00:00";11.01;4.38;47.16;;18.20;6.29
"17.05.2025 00:00";"18.05.2025 00:00";11.67;5.94;52.55;;24.22;7.83
"18.05.2025 00:00";"19.05.2025 00:00";10.88;7.48;49.57;;11.83;4.93
"19.05.2025 00:00";"20.05.2025 00:00";11.32;6.97;49.14;;22.16;6.58
"20.05.2025 00:00";"21.05.2025 00:00";11.94;7.82;50.62;;21.59;4.73
"21.05.2025 00:00";"22.05.2025 00:00";7.44;5.27;47.51;;16.04;2.77
"22.05.2025 00:00";"23.05.2025 00:00";6.00;4.39;47.31;;17.27;4.06
"23.05.2025 00:00";"24.05.2025 00:00";9.11;6.81;41.62;;16.47;4.82
"24.05.2025 00:00";"25.05.2025 00:00";7.57;4.85;44.97;;13.76;3.42
"25.05.2025 00:00";"26.05.2025 00:00";6.19;4.59;40.59;;9.75;1.63
"26.05.2025 00:00";"27.05.2025 00:00";6.71;4.38;35.84;;17.26;6.28
"27.05.2025 00:00";"28.05.2025 00:00";7.87;5.06;37.84;;16.93;4.66
"28.05.2025 00:00";"29.05.2025 00:00";6.48;3.86;38.98;;20.63;7.14
"29.05.2025 00:00";"30.05.2025 00:00";6.43;4.18;35.36;;9.20;1.42
"30.05.2025 00:00";"31.05.2025 00:00";7.83;5.03;40.83;;19.26;5.61
"31.05.2025 00:00";"01.06.2025 00:00";8.78;5.31;44.81;;15.03;2.65
"01.06.2025 00:00";"02.06.2025 00:00";10.42;5.96;43.74;;9.15;1.13
"02.06.2025 00:00";"03.06.2025 00:00";8.57;4.80;42.00;;14.91;3.04
"03.06.2025 00:00";"04.06.2025 00:00";7.42;4.39;37.48;;14.69;4.33
"04.06.2025 00:00";"05.06.2025 00:00";8.66;5.62;36.46;;14.01;4.48
"05.06.2025 00:00";"06.06.2025 00:00";6.05;4.07;33.76;;15.35;3.61
"06.06.2025 00:00";"07.06.2025 00:00";7.51;4.06;32.24;;15.73;5.24
"07.06.2025 00:00";"08.06.2025 00:00";4.13;2.60;33.71;;8.35;1.73
"08.06.2025 00:00";"09.06.2025 00:00";10.82;9.21;36.45;;7.91;1.77
"09.06.2025 00:00";"10.06.2025 00:00";14.41;13.43;39.27;;7.89;1.40
"10.06.2025 00:00";"11.06.2025 00:00";41.85;32.75;51.24;;21.63;6.01
"11.06.2025 00:00";"12.06.2025 00:00";30.43;23.17;57.41;;22.51;6.71
"12.06.2025 00:00";"13.06.2025 00:00";24.90;18.31;54.80;;24.22;6.20
"13.06.2025 00:00";"14.06.2025 00:00";25.57;17.63;59.34;;30.62;8.25
"14.06.2025 00:00";"15.06.2025 00:00";25.83;17.35;52.13;;13.20;1.82
"Alle Zeitangaben beziehen sich auf MEZ (UTC+1)"
"Vorl�ufige Daten, NO2- und Ozon-Umrechnung von ppb auf �g/m� mit 20 �C und 1013 hPa"
